address,city,state,zipCode,endecaId,isPaid,geoCode,isCurrentSpotlight,lastUpdate,listingId,listingType,listingPriceHigh,listingPriceLow,listingBedHigh,listingBedLow,listingBathHigh,listingBathLow,halfBaths,unitSqFt,listingSeoPath,desktopPhone,mPhone,nearbyListings,neighborhoods,noVacancy,photos,propertyName,propertyLabel,propertyType,recommendedListings,revenue,tplSource,mgtCoName,hasagHdTour,hasHdTour,hasHdVideo,hasUGVideos,aggregates.prices.low,aggregates.prices.high,aggregates.beds.low,aggregates.beds.high,aggregates.baths.low,aggregates.baths.high,aggregates.totalAvailable
2601 Virginia Ave NW 315,Washington,DC,20037,r3076109,True,"38.900282,-77.055332",False,2020-06-15T10:30:23.627Z,r3076109,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076109,8778375361,8778375361,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/1015ed2ecbc890227e4345a6b15a437b/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW #315,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
114 P St SW 2,Washington,DC,20024,r3075465,True,"38.871814,-77.012805",False,2020-06-15T13:10:22.737Z,r3075465,Apartments,4120,4120,1,1,1,1,0,[650],Apartments/District-of-Columbia/Washington/r3075465,8444152082,8444152082,"['r3055160', 'r3091002', 'r3091006', 'r3084541']",,,"[{'path': '/imgr/7f89707e1be6db775c81d76fd60bd3cb/', 'caption': '20.JPG'}]",,114 P St SW #2,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,4120,4120,1,1,1,1,
2601 Virginia Ave NW 307,Washington,DC,20037,r3076076,True,"38.900282,-77.055332",False,2020-06-15T10:35:14.700Z,r3076076,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076076,8887914704,8887914704,"['r3075443', 'r3076055', 'r3076074', 'r3076078']",,,"[{'path': '/imgr/999c03b2971013519ead2e57c899b668/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW # 307,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 325,Washington,DC,20037,r3076086,True,"38.900282,-77.055332",False,2020-06-15T10:15:17.577Z,r3076086,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076086,8776228391,8776228391,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/3280ce3b8b3a7de42875493ac50b46f2/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW #325,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 311,Washington,DC,20037,r3076099,True,"38.900282,-77.055332",False,2020-06-15T10:32:12.897Z,r3076099,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076099,8554014704,8554014704,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/ecafea80a978efd08086347e31f15048/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW #311,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave 312,Washington,DC,20037,r3076095,True,"38.900282,-77.055332",False,2020-06-15T10:33:27.497Z,r3076095,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076095,8556419931,8556419931,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/e0a4a9837c91ddceb2663365a6fa174b/', 'caption': '16.jpg'}]",,2601 Virginia Ave #312,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 314,Washington,DC,20037,r3076110,True,"38.900282,-77.055332",False,2020-06-15T10:29:46.953Z,r3076110,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076110,8775332053,8775332053,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/a73fe7c824094444009b1b1cad536819/', 'caption': '16.jpg'}]",,2601 Virginia Ave NW #314,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 329,Washington,DC,20037,r3076107,True,"38.900282,-77.055332",False,2020-06-15T10:20:10.337Z,r3076107,Apartments,3770,3770,0,0,1,1,0,[368],Apartments/District-of-Columbia/Washington/r3076107,8886491204,8886491204,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/df516e576c6310c1e8ea3a57fb6cf686/', 'caption': '1.jpg'}]",,2601 Virginia Ave NW #329,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 308,Washington,DC,20037,r3076106,True,"38.900282,-77.055332",False,2020-06-15T10:30:51.440Z,r3076106,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076106,8886898341,8886898341,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/88c769c7902939397a8cc8fd7b0fa79c/', 'caption': '8.JPG'}]",,2601 Virginia Ave NW # 308,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 306,Washington,DC,20037,r3076102,True,"38.900282,-77.055332",False,2020-06-15T10:31:18.030Z,r3076102,Apartments,3770,3770,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076102,8882781285,8882781285,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/03463db3ffe5e61db5086f6ab5e11196/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW #306,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
2601 Virginia Ave NW 218,Washington,DC,20037,r3076055,True,"38.900282,-77.055332",False,2020-06-15T10:32:57.047Z,r3076055,Apartments,3675,3675,0,0,1,1,0,[392],Apartments/District-of-Columbia/Washington/r3076055,8557516967,8557516967,"['r3075443', 'r3076074', 'r3076076', 'r3076078']",,,"[{'path': '/imgr/ebf2fb7aa733792448f698625f7c42fa/', 'caption': '15.JPG'}]",,2601 Virginia Ave NW #218,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3675,3675,0,0,1,1,
2601 Virginia Ave NW 303,Washington,DC,20037,r3076078,True,"38.900282,-77.055332",False,2020-06-15T10:34:47.077Z,r3076078,Apartments,3770,3770,0,0,1,1,0,[388],Apartments/District-of-Columbia/Washington/r3076078,8886159503,8886159503,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/279fce557f18515b00b044325d0435c6/', 'caption': '18.JPG'}]",,"2601 Virginia Ave NW # 303,",,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
413 Gibbon Street,Alexandria,VA,22314,r1880379,True,"38.799199,-77.045441",False,2020-06-23T02:10:05.283Z,r1880379,Townhouses And Condos,2300,2300,2,2,1,1,0,[840],Virginia/Alexandria/r1880379,8445061217,8445061217,,['Old Town Alexandria'],,"[{'path': '/imgr/ec9564100e4843d3757226b32294bdcd/', 'caption': 'IMG_8546.jpg'}]",,413 Gibbon Street,,,no_value_available,Rentals.com,Christine Mason,False,False,False,False,2300,2300,2,2,1,1,
2601 Virginia Ave NW 332,Washington,DC,20037,r3076112,True,"38.900282,-77.055332",False,2020-06-15T05:55:06.337Z,r3076112,Apartments,3770,3770,0,0,1,1,0,[358],Apartments/District-of-Columbia/Washington/r3076112,8448979872,8448979872,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/0d9c3cad1cf81c43103fb2d126029c5d/', 'caption': '18.JPG'}]",,2601 Virginia Ave NW #332,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3770,3770,0,0,1,1,
1813 Light Street,Baltimore,MD,21230,r3092576,True,"39.269138,-76.611574",False,2020-06-26T13:37:51.130Z,r3092576,Houses And Homes,3295,3295,4,4,4,4,1,[1800],Maryland/Baltimore/r3092576,8444155089,8444155089,"['r3091959', 'r3092630', 'r3091326', 'r3040667']",,,"[{'path': '/imgr/40a5c510e9a612b16809deec1f0f90d1/', 'caption': None}]",,1813 Light Street,,,no_value_available,RentLinx,Trademark Properties,False,False,False,False,3295,3295,4,4,4,4,
1900 Biltmore St 5,Washington,DC,20009,r3076116,True,"38.922310,-77.044972",False,2020-06-15T13:55:11.880Z,r3076116,,5405,5405,2,2,2,2,0,[760],District-of-Columbia/Washington/r3076116,8556211941,8556211941,"['r3075178', 'r3075206', 'r3090670', 'r3088783']",,,"[{'path': '/imgr/5ec0110ce9527bec5ccb78ff83fdc0c7/', 'caption': '15.jpg'}]",,1900 Biltmore St #5,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,5405,5405,2,2,2,2,
222 Royal Arms Dl,Glen Burnie,MD,21061,r3092661,True,"39.135060,-76.614397",False,2020-06-26T09:10:41.100Z,r3092661,Houses And Homes,2450,2450,4,4,3,3,0,[1152],Maryland/Glen-Burnie/r3092661,8553969474,8553969474,,['Glen Burnie'],,"[{'path': '/imgr/68cbefa9a04f6871e2897d872557b582/', 'caption': None}]",,222 Royal Arms Dl,,,no_value_available,RentClicks.com,Renters Warehouse,False,False,False,False,2450,2450,4,4,3,3,
4600 Connecticut Ave NW APT 305,Washington,DC,20008,r3084246,True,"38.949610,-77.066852",False,2020-06-26T13:35:55.010Z,r3084246,Houses And Homes,2295,2295,2,2,2,2,0,[1049],District-of-Columbia/Washington/r3084246,8448815532,8448815532,"['r3085510', 'r3090523', 'r3037366', 'r3089245']",,,"[{'path': '/imgr/e1efb5d2810fe714ca9326d2e3ccdaa6/', 'caption': None}]",,4600 Connecticut Ave NW  APT 305,,,no_value_available,RentLinx,Urban to Suburban Property Management,False,False,False,False,2295,2295,2,2,2,2,
1458 Church St NW A,Washington,DC,20005,r3076089,True,"38.910285,-77.033963",False,2020-06-12T13:35:10.000Z,r3076089,Apartments,3000,3000,0,0,1,1,0,[366],Apartments/District-of-Columbia/Washington/r3076089,8443891447,8443891447,"['r3086035', 'r3086208', 'r3084233', 'r3073883']",,,"[{'path': '/imgr/3acf75c88f0e5b714a0531e0d0c21977/', 'caption': '3.JPG'}]",,1458 Church St NW #A,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3000,3000,0,0,1,1,
1324 Euclid St NW Unit 301,Washington,DC,20009,r2941785,True,"38.923627,-77.030292",False,2020-06-26T13:33:06.283Z,r2941785,Houses And Homes,3095,3095,2,2,2,2,0,[1100],District-of-Columbia/Washington/r2941785,8553519462,8553519462,"['r3081940', 'r3088783', 'r3075178', 'r3075206']",,,"[{'path': '/imgr/32a4c0d469f004816750b8de9761a2d5/', 'caption': None}]",,1324 Euclid St NW Unit 301,,,no_value_available,RentLinx,Nest DC LLC,False,False,False,False,3095,3095,2,2,2,2,
2204 Westcourt Lane 114,Herndon,VA,20170,r2998388,True,"38.955400,-77.393810",False,2020-06-26T13:31:44.707Z,r2998388,Houses And Homes,1450,1450,1,1,1,1,0,[810],Virginia/Herndon/r2998388,8448766087,8448766087,"['r763370', 'r3090990', 'r3090992', 'r3087593']",,,"[{'path': '/imgr/cd105eb3a1f79704f03f3fbc5b0a9e12/', 'caption': None}]",,2204 Westcourt Lane #114,,,no_value_available,RentLinx,"Patriot Properties, Inc.",False,False,False,False,1450,1450,1,1,1,1,
11850 Freedom Dr Apt 1828,Reston,VA,20190,r3090992,True,"38.959847,-77.355898",False,2020-06-15T12:56:57.367Z,r3090992,Apartments,3995,3995,1,1,1,1,0,[583],Apartments/Virginia/Reston/r3090992,8884299574,8884299574,"['r3090990', 'r763370', 'r2998388', 'r3087593']",,,"[{'path': '/imgr/41ed038e3e87f09b86cf2b325e6749d6/', 'caption': '14.JPG'}]",,11850 Freedom Dr Apt 1828,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3995,3995,1,1,1,1,
3131 Fait Ave,Baltimore,MD,21224,r3092045,True,"39.283198,-76.571650",False,2020-06-26T13:37:40.403Z,r3092045,Houses And Homes,1800,1800,2,2,2,2,0,[1170],Maryland/Baltimore/r3092045,8552457250,8552457250,"['r2988981', 'r2866911', 'r3084036', 'r3080489']",,,"[{'path': '/imgr/60920ef020a996c40a06828394bf4486/', 'caption': None}]",,3131 Fait Ave.,,,no_value_available,RentLinx,Canton Management Company,False,False,False,False,1800,1800,2,2,2,2,
11850 Freedom Dr Apt 1913,Reston,VA,20190,r3090990,True,"38.959847,-77.355898",False,2020-06-15T12:56:56.470Z,r3090990,Apartments,3795,3795,1,1,1,1,0,[577],Apartments/Virginia/Reston/r3090990,8885624904,8885624904,"['r3090992', 'r763370', 'r2998388', 'r3087593']",,,"[{'path': '/imgr/8ac13084b8c3c50bcae82e1dd23f72a2/', 'caption': '2.JPG'}]",,11850 Freedom Dr Apt 1913,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3795,3795,1,1,1,1,
7480 Birdwood Ave Apt 0616,Tysons,VT,22102,r3090985,True,"38.925260,-77.204220",False,2020-06-15T12:56:38.343Z,r3090985,Apartments,3900,3900,1,1,1,1,0,[695],Apartments/Virginia/McLean/r3090985,8558306138,8558306138,"['r3090986', 'r3090698', 'r3089332', 'r3092168']",,,"[{'path': '/imgr/afc5c52abaef1f31f36e96a9c05bc586/', 'caption': '14.JPG'}]",,7480 Birdwood Ave Apt 0616,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3900,3900,1,1,1,1,
7480 Birdwood Ave Apt 0618,Tysons,VA,22102,r3090986,True,"38.925260,-77.204220",False,2020-06-15T12:56:42.290Z,r3090986,Apartments,3900,3900,1,1,1,1,0,[695],Apartments/Virginia/McLean/r3090986,8552393250,8552393250,"['r3090985', 'r3090698', 'r3089332', 'r3092168']",,,"[{'path': '/imgr/f354aa46956c30547b0aa792fb45af27/', 'caption': '3.JPG'}]",,7480 Birdwood Ave Apt 0618,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3900,3900,1,1,1,1,
2601 Virginia Ave NW Apt 202,Washington,DC,20037,r3090993,True,"38.900282,-77.055332",False,2020-06-15T12:56:58.330Z,r3090993,Apartments,5300,5300,2,2,2,2,0,[845],Apartments/District-of-Columbia/Washington/r3090993,8882476821,8882476821,"['r3075443', 'r3076055', 'r3076074', 'r3076076']",,,"[{'path': '/imgr/55ba68c97de002bc364654f23f02e001/', 'caption': '19.JPG'}]",,2601 Virginia Ave NW Apt 202,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,5300,5300,2,2,2,2,
4 I St SE Apt 407,Washington,DC,20003,r3091002,True,"38.879556,-77.008334",False,2020-06-15T12:57:07.877Z,r3091002,Apartments,3975,3975,0,0,1,1,0,[535],Apartments/District-of-Columbia/Washington/r3091002,8667152793,8667152793,"['r3091006', 'r3055160', 'r3075465', 'r3084541']",,,"[{'path': '/imgr/4edf2c9cbb9ac8b4569d8795d4eaf3a9/', 'caption': '19.JPG'}]",,4 I St SE Apt 407,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3975,3975,0,0,1,1,
4 I St SE Apt 406,Washington,DC,20003,r3091006,True,"38.879556,-77.008334",False,2020-06-15T12:57:09.310Z,r3091006,Houses And Homes,4275,4275,0,0,1,1,0,[535],District-of-Columbia/Washington/r3091006,8667703532,8667703532,"['r3091002', 'r3055160', 'r3075465', 'r3084541']",,,"[{'path': '/imgr/85a3da114d13a66a38eb198f70d1ce88/', 'caption': '20.JPG'}]",,4 I St SE Apt 406,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,4275,4275,0,0,1,1,
2470 Mandeville Ln Apt 509,Alexandria,VA,22314,r3091024,True,"38.802658,-77.071627",False,2020-06-15T13:00:21.670Z,r3091024,Apartments,3451,3451,1,1,1,1,0,[819],Apartments/Virginia/Alexandria/r3091024,8779158079,8779158079,"['r3081330', 'r3091025', 'r3091026', 'r3091029']",,,"[{'path': '/imgr/e7d62d3c337e5db591929c3ad43d360c/', 'caption': '13.JPG'}]",,2470 Mandeville Ln Apt 509,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3451,3451,1,1,1,1,
2470 Mandeville Ln Apt 517,Alexandria,VA,22314,r3091025,True,"38.802658,-77.071627",False,2020-06-15T13:01:01.273Z,r3091025,Apartments,3451,3451,1,1,1,1,0,[792],Apartments/Virginia/Alexandria/r3091025,8556566463,8556566463,"['r3081330', 'r3091024', 'r3091026', 'r3091029']",,,"[{'path': '/imgr/7228d46fa8eff69bddeb95ce1f437729/', 'caption': '16.JPG'}]",,2470 Mandeville Ln Apt 517,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3451,3451,1,1,1,1,
2470 Mandeville Ln Apt 529,Alexandria,VA,22314,r3091026,True,"38.802658,-77.071627",False,2020-06-15T13:01:23.520Z,r3091026,Apartments,3451,3451,1,1,1,1,0,[820],Apartments/Virginia/Alexandria/r3091026,8448960884,8448960884,"['r3081330', 'r3091024', 'r3091025', 'r3091029']",,,"[{'path': '/imgr/7b7127e2b6fc6f1d0e0c2797458b71ea/', 'caption': '17.JPG'}]",,2470 Mandeville Ln Apt 529,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3451,3451,1,1,1,1,
2470 Mandeville Ln Apt 534,Alexandria,VA,22314,r3091029,True,"38.802658,-77.071627",False,2020-06-15T13:02:08.000Z,r3091029,Apartments,3328,3328,1,1,1,1,0,[600],Apartments/Virginia/Alexandria/r3091029,8444551158,8444551158,"['r3081330', 'r3091024', 'r3091025', 'r3091026']",,,"[{'path': '/imgr/d59afdf6f16f51fb6652b1e211563588/', 'caption': '12.JPG'}]",,2470 Mandeville Ln Apt 534,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3328,3328,1,1,1,1,
2470 Mandeville Ln Apt 611,Alexandria,VA,22314,r3091031,True,"38.802658,-77.071627",False,2020-06-15T13:02:17.513Z,r3091031,Apartments,3410,3410,0,0,1,1,0,[617],Apartments/Virginia/Alexandria/r3091031,8444580456,8444580456,"['r3081330', 'r3091024', 'r3091025', 'r3091026']",,,"[{'path': '/imgr/516db2f0c49002e1a1f3f02865f4ea39/', 'caption': '13.JPG'}]",,2470 Mandeville Ln Apt 611,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3410,3410,0,0,1,1,
2470 Mandeville Ln Apt 612,Alexandria,VA,22314,r3091033,True,"38.802658,-77.071627",False,2020-06-15T13:02:34.990Z,r3091033,Apartments,3410,3410,0,0,1,1,0,[602],Apartments/Virginia/Alexandria/r3091033,8444664615,8444664615,"['r3081330', 'r3091024', 'r3091025', 'r3091026']",,,"[{'path': '/imgr/cd9dd16f88ee2f5e2c6b9318fa783b38/', 'caption': '18.JPG'}]",,2470 Mandeville Ln Apt 612,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3410,3410,0,0,1,1,
2470 Mandeville Lane 522,Alexandria,VA,22314,r3081330,True,"38.802658,-77.071627",False,2020-06-15T12:55:51.920Z,r3081330,Apartments,3328,3328,1,1,1,1,0,[541],Apartments/Virginia/Alexandria/r3081330,8775424626,8775424626,"['r3091024', 'r3091025', 'r3091026', 'r3091029']",,,"[{'path': '/imgr/5c5b6aea30ded1f86a27652c1f6e10f4/', 'caption': '18.JPG'}]",,2470 Mandeville Lane #522,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3328,3328,1,1,1,1,
3547 Corn Stream Rd,Randallstown,MD,21133,r3091183,True,"39.370071,-76.820157",False,2020-06-26T09:10:21.220Z,r3091183,Houses And Homes,1895,1895,3,3,3,3,0,[1500],Maryland/Randallstown/r3091183,8442724659,8442724659,"['r3088217', 'r3077007', 'r3064781', 'r3084538']",['Randallstown'],,"[{'path': '/imgr/9dd2a5a37e53782ebb17fd81f10ae4f0/', 'caption': None}]",,3547 Corn Stream Rd,,,no_value_available,RentClicks.com,Renters Warehouse,False,False,False,False,1895,1895,3,3,3,3,
8210 Crestwood Heights Dr Apt 522,Tysons,VA,22102,r3090698,True,"38.930428,-77.228035",False,2020-06-13T19:44:59.540Z,r3090698,Apartments,3999,3999,1,1,2,2,0,[1120],Apartments/Virginia/McLean/r3090698,8887085929,8887085929,"['r3090985', 'r3090986', 'r3089332', 'r3090310']",,,"[{'path': '/imgr/fa04508b7ec8ae6dedae862ddc1f64d7/', 'caption': '20.JPG'}]",,8210 Crestwood Heights Dr Apt 522,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3999,3999,1,1,2,2,
425 L St NW Apt 228,Washington,DC,20001,r3090683,True,"38.904084,-77.017334",False,2020-06-13T19:44:56.970Z,r3090683,Houses And Homes,3948,3948,1,1,1,1,0,[766],District-of-Columbia/Washington/r3090683,8662479707,8662479707,"['r3090524', 'r2859558', 'r3091383', 'r3084233']",,,"[{'path': '/imgr/c2b45e7f422b2e9e9d5e7d6b6e652c84/', 'caption': '19.JPG'}]",,425 L St NW Apt 228,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,3948,3948,1,1,1,1,
3945 Connecticut Ave NW Apt 217,Washington,DC,20008,r3090523,True,"38.940523,-77.060923",False,2020-06-12T14:32:07.300Z,r3090523,Apartments,5229,5229,2,2,2,2,0,[725],Apartments/District-of-Columbia/Washington/r3090523,8448966897,8448966897,"['r3084246', 'r3085510', 'r3089245', 'r3090670']",,,"[{'path': '/imgr/5b79cefad28d8ccb309500fddc859028/', 'caption': '20.JPG'}]",,3945 Connecticut Ave NW Apt 217,,,no_value_available,RentClicks.com,Zeus Living,False,True,False,False,5229,5229,2,2,2,2,
206 N Street NW,Washington,DC,20001,r3091383,True,"38.907073,-77.013950",False,2020-06-26T13:37:26.673Z,r3091383,Houses And Homes,3995,3995,2,2,2,2,1,[1268],District-of-Columbia/Washington/r3091383,8447998944,8447998944,"['r2859558', 'r3090524', 'r3090683', 'r3085483']",,,"[{'path': '/imgr/309a9e47ecfef6e0f88435be4ea765ed/', 'caption': None}]",,206 N Street NW,,,no_value_available,RentLinx,"EJF Real Estate Services, Inc.",False,False,False,False,3995,3995,2,2,2,2,
833 S Bond St,Baltimore,MD,21231,r3091326,True,"39.281614,-76.594841",False,2020-06-26T13:36:45.333Z,r3091326,Houses And Homes,3200,3200,4,4,3,3,0,[],Maryland/Baltimore/r3091326,8448163798,8448163798,"['r3040667', 'r3088013', 'r2831654', 'r3092630']",,,"[{'path': '/imgr/c9aeb6bb3ebdbcdcf098a44773d2fa21/', 'caption': None}]",,833 S. Bond St.,,,no_value_available,RentLinx,Canton Management Company,False,False,False,False,3200,3200,4,4,3,3,
915 S Ellwood Ave,Baltimore,MD,21224,r3084036,True,"39.281912,-76.572405",False,2020-06-26T13:31:12.327Z,r3084036,Houses And Homes,2375,2375,3,3,3,3,0,[1320],Maryland/Baltimore/r3084036,8448792422,8448792422,"['r3091327', 'r3092045', 'r3088024', 'r2866911']",,,"[{'path': '/imgr/8554eef5f133043af479a42f12d89bca/', 'caption': None}]",,915 S. Ellwood Ave.,,,no_value_available,RentLinx,Canton Management Company,False,False,False,False,2375,2375,3,3,3,3,
1000 S East Ave,Baltimore,MD,21224,r3091327,True,"39.281004,-76.571388",False,2020-06-26T13:36:46.130Z,r3091327,Houses And Homes,2800,2800,4,4,3,3,0,[],Maryland/Baltimore/r3091327,8448294886,8448294886,"['r3084036', 'r3088024', 'r3092045', 'r3064878']",,,"[{'path': '/imgr/bcdccbd29bccde2ff313db7bfb697122/', 'caption': None}]",,1000 S. East Ave,,,no_value_available,RentLinx,Canton Management Company,False,False,False,False,2800,2800,4,4,3,3,
